state,action,reward,next_state,done,next_action
212,3,-1.0,212,0,2
212,2,-1.0,232,0,1
232,1,-1.0,132,0,2
132,2,-1.0,132,0,2
132,2,-1.0,132,0,2
132,2,-1.0,132,0,4
132,4,-10.0,132,0,4
132,4,-10.0,132,0,3
132,3,-1.0,112,0,4
112,4,-10.0,112,0,5
112,5,-10.0,112,0,3
112,3,-1.0,112,0,2
112,2,-1.0,132,0,0
132,0,-1.0,232,0,3
232,3,-1.0,212,0,1
212,1,-1.0,112,0,3
112,3,-1.0,112,0,0
112,0,-1.0,212,0,5
212,5,-10.0,212,0,5
212,5,-10.0,212,0,0
212,0,-1.0,312,0,4
312,4,-10.0,312,0,2
312,2,-1.0,312,0,0
312,0,-1.0,412,0,5
412,5,-10.0,412,0,5
412,5,-10.0,412,0,0
412,0,-1.0,412,0,3
412,3,-1.0,412,0,4
412,4,-10.0,412,0,4
412,4,-10.0,412,0,2
412,2,-1.0,412,0,5
412,5,-10.0,412,0,4
412,4,-10.0,412,0,0
412,0,-1.0,412,0,0
412,0,-1.0,412,0,0
412,0,-1.0,412,0,2
412,2,-1.0,412,0,0
412,0,-1.0,412,0,0
412,0,-1.0,412,0,1
412,1,-1.0,312,0,3
312,3,-1.0,312,0,3
312,3,-1.0,312,0,1
312,1,-1.0,212,0,5
212,5,-10.0,212,0,4
212,4,-10.0,212,0,3
212,3,-1.0,212,0,5
212,5,-10.0,212,0,4
212,4,-10.0,212,0,0
212,0,-1.0,312,0,0
312,0,-1.0,412,0,5
412,5,-10.0,412,0,2
412,2,-1.0,412,0,0
412,0,-1.0,412,0,2
412,2,-1.0,412,0,2
412,2,-1.0,412,0,2
412,2,-1.0,412,0,2
412,2,-1.0,412,0,1
412,1,-1.0,312,0,2
312,2,-1.0,312,0,2
312,2,-1.0,312,0,5
312,5,-10.0,312,0,4
312,4,-10.0,312,0,4
312,4,-10.0,312,0,0
312,0,-1.0,412,0,1
412,1,-1.0,312,0,5
312,5,-10.0,312,0,1
312,1,-1.0,212,0,3
212,3,-1.0,212,0,5
212,5,-10.0,212,0,3
212,3,-1.0,212,0,5
212,5,-10.0,212,0,0
212,0,-1.0,312,0,3
312,3,-1.0,312,0,3
312,3,-1.0,312,0,2
312,2,-1.0,312,0,3
312,3,-1.0,312,0,5
312,5,-10.0,312,0,4
312,4,-10.0,312,0,1
312,1,-1.0,212,0,0
212,0,-1.0,312,0,1
312,1,-1.0,212,0,1
212,1,-1.0,112,0,5
112,5,-10.0,112,0,1
112,1,-1.0,12,0,4
12,4,-10.0,12,0,1
12,1,-1.0,12,0,4
12,4,-10.0,12,0,3
12,3,-1.0,12,0,5
12,5,-10.0,12,0,3
12,3,-1.0,12,0,5
12,5,-10.0,12,0,5
12,5,-10.0,12,0,4
12,4,-10.0,12,0,3
12,3,-1.0,12,0,5
12,5,-10.0,12,0,5
12,5,-10.0,12,0,1
12,1,-1.0,12,0,3
12,3,-1.0,12,0,0
12,0,-1.0,112,0,0
112,0,-1.0,212,0,4
212,4,-10.0,212,0,0
212,0,-1.0,312,0,4
312,4,-10.0,312,0,4
312,4,-10.0,312,0,1
312,1,-1.0,212,0,4
212,4,-10.0,212,0,2
212,2,-1.0,232,0,5
232,5,-10.0,232,0,5
232,5,-10.0,232,0,3
232,3,-1.0,212,0,3
212,3,-1.0,212,0,4
212,4,-10.0,212,0,3
212,3,-1.0,212,0,4
212,4,-10.0,212,0,1
212,1,-1.0,112,0,4
112,4,-10.0,112,0,3
112,3,-1.0,112,0,4
112,4,-10.0,112,0,3
112,3,-1.0,112,0,1
112,1,-1.0,12,0,0
12,0,-1.0,112,0,3
112,3,-1.0,112,0,5
112,5,-10.0,112,0,0
112,0,-1.0,212,0,3
212,3,-1.0,212,0,2
212,2,-1.0,232,0,0
232,0,-1.0,332,0,3
332,3,-1.0,332,0,4
332,4,-10.0,332,0,4
332,4,-10.0,332,0,5
332,5,-10.0,332,0,3
332,3,-1.0,332,0,3
332,3,-1.0,332,1,0
2,5,-10.0,2,0,1
2,1,-1.0,2,0,4
2,4,-1.0,18,0,1
18,1,-1.0,18,0,2
18,2,-1.0,38,0,4
38,4,-10.0,38,0,3
38,3,-1.0,18,0,1
18,1,-1.0,18,0,3
18,3,-1.0,18,0,3
18,3,-1.0,18,0,5
18,5,-1.0,2,0,3
2,3,-1.0,2,0,5
2,5,-10.0,2,0,5
2,5,-10.0,2,0,0
2,0,-1.0,102,0,0
102,0,-1.0,202,0,3
202,3,-1.0,202,0,2
202,2,-1.0,222,0,3
222,3,-1.0,202,0,4
202,4,-10.0,202,0,1
202,1,-1.0,102,0,1
102,1,-1.0,2,0,4
2,4,-1.0,18,0,2
18,2,-1.0,38,0,5
38,5,-10.0,38,0,0
38,0,-1.0,138,0,4
138,4,-10.0,138,0,4
138,4,-10.0,138,0,1
138,1,-1.0,38,0,0
38,0,-1.0,138,0,1
138,1,-1.0,38,0,2
38,2,-1.0,38,0,5
38,5,-10.0,38,0,5
38,5,-10.0,38,0,1
38,1,-1.0,38,0,2
38,2,-1.0,38,0,3
38,3,-1.0,18,0,5
18,5,-1.0,2,0,0
2,0,-1.0,102,0,4
102,4,-10.0,102,0,5
102,5,-10.0,102,0,5
102,5,-10.0,102,0,1
102,1,-1.0,2,0,0
2,0,-1.0,102,0,3
102,3,-1.0,102,0,0
102,0,-1.0,202,0,0
202,0,-1.0,302,0,0
302,0,-1.0,402,0,1
402,1,-1.0,302,0,5
302,5,-10.0,302,0,4
302,4,-10.0,302,0,3
302,3,-1.0,302,0,5
302,5,-10.0,302,0,2
302,2,-1.0,302,0,0
302,0,-1.0,402,0,0
402,0,-1.0,402,0,1
402,1,-1.0,302,0,4
302,4,-10.0,302,0,2
302,2,-1.0,302,0,1
302,1,-1.0,202,0,0
202,0,-1.0,302,0,4
302,4,-10.0,302,0,0
302,0,-1.0,402,0,2
402,2,-1.0,402,0,4
402,4,-10.0,402,0,3
402,3,-1.0,402,0,4
402,4,-10.0,402,0,4
402,4,-10.0,402,0,1
402,1,-1.0,302,0,0
302,0,-1.0,402,0,0
402,0,-1.0,402,0,3
402,3,-1.0,402,0,1
402,1,-1.0,302,0,1
302,1,-1.0,202,0,4
202,4,-10.0,202,0,4
202,4,-10.0,202,0,5
202,5,-10.0,202,0,2
202,2,-1.0,222,0,3
222,3,-1.0,202,0,5
202,5,-10.0,202,0,3
202,3,-1.0,202,0,1
202,1,-1.0,102,0,1
102,1,-1.0,2,0,5
2,5,-10.0,2,0,0
2,0,-1.0,102,0,4
102,4,-10.0,102,0,3
102,3,-1.0,102,0,2
102,2,-1.0,122,0,5
122,5,-10.0,122,0,4
122,4,-10.0,122,0,2
122,2,-1.0,122,0,3
122,3,-1.0,102,0,4
102,4,-10.0,102,0,3
102,3,-1.0,102,0,2
102,2,-1.0,122,0,5
122,5,-10.0,122,0,5
122,5,-10.0,122,0,0
122,0,-1.0,222,0,3
222,3,-1.0,202,0,5
202,5,-10.0,202,0,0
202,0,-1.0,302,0,2
302,2,-1.0,302,0,3
302,3,-1.0,302,0,1
302,1,-1.0,202,0,4
202,4,-10.0,202,0,5
202,5,-10.0,202,0,2
202,2,-1.0,222,0,4
222,4,-10.0,222,0,0
222,0,-1.0,322,0,2
322,2,-1.0,342,0,0
342,0,-1.0,442,0,2
442,2,-1.0,442,0,0
442,0,-1.0,442,0,5
442,5,-10.0,442,0,5
442,5,-10.0,442,0,0
442,0,-1.0,442,0,4
442,4,-10.0,442,0,4
442,4,-10.0,442,0,1
442,1,-1.0,342,0,4
342,4,-10.0,342,0,5
342,5,-10.0,342,0,4
342,4,-10.0,342,0,4
342,4,-10.0,342,0,1
342,1,-1.0,242,0,3
242,3,-1.0,222,0,4
222,4,-10.0,222,0,4
222,4,-10.0,222,0,1
222,1,-1.0,122,0,2
122,2,-1.0,122,0,2
122,2,-1.0,122,0,4
122,4,-10.0,122,0,2
122,2,-1.0,122,0,2
122,2,-1.0,122,0,3
122,3,-1.0,102,0,3
102,3,-1.0,102,0,0
102,0,-1.0,202,0,5
202,5,-10.0,202,0,2
202,2,-1.0,222,0,1
222,1,-1.0,122,0,0
122,0,-1.0,222,0,2
222,2,-1.0,242,0,4
242,4,-10.0,242,0,1
242,1,-1.0,142,0,5
142,5,-10.0,142,0,1
142,1,-1.0,42,0,0
42,0,-1.0,142,0,2
142,2,-1.0,162,0,4
162,4,-10.0,162,0,1
162,1,-1.0,62,0,4
62,4,-10.0,62,0,0
62,0,-1.0,162,0,5
162,5,-10.0,162,0,0
162,0,-1.0,262,0,5
262,5,-10.0,262,0,0
262,0,-1.0,362,0,2
362,2,-1.0,382,0,1
382,1,-1.0,282,0,5
282,5,-10.0,282,0,3
282,3,-1.0,262,0,5
262,5,-10.0,262,0,2
262,2,-1.0,282,0,3
282,3,-1.0,262,0,3
262,3,-1.0,242,0,4
242,4,-10.0,242,0,3
242,3,-1.0,222,0,5
222,5,-10.0,222,0,1
222,1,-1.0,122,0,2
122,2,-1.0,122,0,1
122,1,-1.0,22,0,5
22,5,-10.0,22,0,0
22,0,-1.0,122,0,4
122,4,-10.0,122,0,5
122,5,-10.0,122,0,1
122,1,-1.0,22,0,1
22,1,-1.0,22,0,4
22,4,-10.0,22,0,3
22,3,-1.0,2,0,3
2,3,-1.0,2,0,5
2,5,-10.0,2,0,0
2,0,-1.0,102,0,1
102,1,-1.0,2,0,2
2,2,-1.0,22,0,5
22,5,-10.0,22,0,0
22,0,-1.0,122,0,2
122,2,-1.0,122,0,2
122,2,-1.0,122,0,0
122,0,-1.0,222,0,2
222,2,-1.0,242,0,3
242,3,-1.0,222,0,2
222,2,-1.0,242,0,1
242,1,-1.0,142,0,3
142,3,-1.0,142,0,5
142,5,-10.0,142,0,0
142,0,-1.0,242,0,1
242,1,-1.0,142,0,5
142,5,-10.0,142,0,1
142,1,-1.0,42,0,4
42,4,-10.0,42,0,2
42,2,-1.0,62,0,4
62,4,-10.0,62,1,0
343,3,-1.0,323,0,5
323,5,-10.0,323,0,3
323,3,-1.0,323,0,3
323,3,-1.0,323,0,2
323,2,-1.0,343,0,0
343,0,-1.0,443,0,0
443,0,-1.0,443,0,4
443,4,-10.0,443,0,3
443,3,-1.0,423,0,3
423,3,-1.0,423,0,0
423,0,-1.0,423,0,4
423,4,-10.0,423,0,4
423,4,-10.0,423,0,3
423,3,-1.0,423,0,1
423,1,-1.0,323,0,4
323,4,-10.0,323,0,3
323,3,-1.0,323,0,5
323,5,-10.0,323,0,1
323,1,-1.0,223,0,2
223,2,-1.0,243,0,4
243,4,-10.0,243,0,1
243,1,-1.0,143,0,1
143,1,-1.0,43,0,2
43,2,-1.0,63,0,4
63,4,-10.0,63,0,4
63,4,-10.0,63,0,4
63,4,-10.0,63,0,2
63,2,-1.0,83,0,3
83,3,-1.0,63,0,3
63,3,-1.0,43,0,4
43,4,-10.0,43,0,0
43,0,-1.0,143,0,1
143,1,-1.0,43,0,4
43,4,-10.0,43,0,1
43,1,-1.0,43,0,1
43,1,-1.0,43,0,5
43,5,-10.0,43,0,1
43,1,-1.0,43,0,5
43,5,-10.0,43,0,5
43,5,-10.0,43,0,0
43,0,-1.0,143,0,3
143,3,-1.0,143,0,1
143,1,-1.0,43,0,2
43,2,-1.0,63,0,3
63,3,-1.0,43,0,5
43,5,-10.0,43,0,5
43,5,-10.0,43,0,0
43,0,-1.0,143,0,1
143,1,-1.0,43,0,4
43,4,-10.0,43,0,1
43,1,-1.0,43,0,1
43,1,-1.0,43,0,3
43,3,-1.0,43,0,1
43,1,-1.0,43,0,5
43,5,-10.0,43,0,4
43,4,-10.0,43,0,1
43,1,-1.0,43,0,2
43,2,-1.0,63,0,3
63,3,-1.0,43,0,1
43,1,-1.0,43,0,3
43,3,-1.0,43,0,5
43,5,-10.0,43,0,2
43,2,-1.0,63,0,1
63,1,-1.0,63,0,1
63,1,-1.0,63,0,3
63,3,-1.0,43,0,3
43,3,-1.0,43,0,0
43,0,-1.0,143,0,3
143,3,-1.0,143,0,0
143,0,-1.0,243,0,3
243,3,-1.0,223,0,5
223,5,-10.0,223,0,1
223,1,-1.0,123,0,4
123,4,-10.0,123,0,0
123,0,-1.0,223,0,3
223,3,-1.0,203,0,4
203,4,-10.0,203,0,1
203,1,-1.0,103,0,4
103,4,-10.0,103,0,3
103,3,-1.0,103,0,2
103,2,-1.0,123,0,0
123,0,-1.0,223,0,0
223,0,-1.0,323,0,4
323,4,-10.0,323,0,2
323,2,-1.0,343,0,4
343,4,-10.0,343,0,5
343,5,-10.0,343,0,3
343,3,-1.0,323,0,4
323,4,-10.0,323,0,3
323,3,-1.0,323,0,1
323,1,-1.0,223,0,0
223,0,-1.0,323,0,3
323,3,-1.0,323,0,1
323,1,-1.0,223,0,0
223,0,-1.0,323,0,3
323,3,-1.0,323,0,3
323,3,-1.0,323,0,2
323,2,-1.0,343,0,3
343,3,-1.0,323,0,5
323,5,-10.0,323,0,4
323,4,-10.0,323,0,5
323,5,-10.0,323,0,0
323,0,-1.0,423,0,0
423,0,-1.0,423,0,2
423,2,-1.0,443,0,3
443,3,-1.0,423,0,4
423,4,-10.0,423,0,4
423,4,-10.0,423,0,5
423,5,-10.0,423,0,0
423,0,-1.0,423,0,1
423,1,-1.0,323,0,1
323,1,-1.0,223,0,1
223,1,-1.0,123,0,4
123,4,-10.0,123,0,2
123,2,-1.0,123,0,5
123,5,-10.0,123,0,1
123,1,-1.0,23,0,2
23,2,-1.0,23,0,1
23,1,-1.0,23,0,1
23,1,-1.0,23,0,5
23,5,-10.0,23,0,4
23,4,-10.0,23,0,1
23,1,-1.0,23,0,3
23,3,-1.0,3,0,5
3,5,-10.0,3,0,2
3,2,-1.0,23,0,5
23,5,-10.0,23,0,1
23,1,-1.0,23,0,1
23,1,-1.0,23,0,0
23,0,-1.0,123,0,3
123,3,-1.0,103,0,0
103,0,-1.0,203,0,1
203,1,-1.0,103,0,3
103,3,-1.0,103,0,2
103,2,-1.0,123,0,1
123,1,-1.0,23,0,3
23,3,-1.0,3,0,5
3,5,-10.0,3,0,5
3,5,-10.0,3,0,0
3,0,-1.0,103,0,4
103,4,-10.0,103,0,2
103,2,-1.0,123,0,2
123,2,-1.0,123,0,2
123,2,-1.0,123,0,5
123,5,-10.0,123,0,1
123,1,-1.0,23,0,3
23,3,-1.0,3,0,4
3,4,-1.0,19,0,2
19,2,-1.0,39,0,3
39,3,-1.0,19,0,0
19,0,-1.0,119,0,4
119,4,-10.0,119,0,1
119,1,-1.0,19,0,0
19,0,-1.0,119,0,1
119,1,-1.0,19,0,2
19,2,-1.0,39,0,3
39,3,-1.0,19,0,3
19,3,-1.0,19,0,4
19,4,-10.0,19,0,2
19,2,-1.0,39,0,5
39,5,-10.0,39,0,0
39,0,-1.0,139,0,1
139,1,-1.0,39,0,1
39,1,-1.0,39,0,2
39,2,-1.0,39,0,5
39,5,-10.0,39,0,0
39,0,-1.0,139,0,0
139,0,-1.0,239,0,2
239,2,-1.0,259,0,5
259,5,-10.0,259,0,0
259,0,-1.0,359,0,4
359,4,-10.0,359,0,4
359,4,-10.0,359,0,2
359,2,-1.0,359,0,0
359,0,-1.0,459,0,2
459,2,-1.0,459,0,4
459,4,-10.0,459,0,4
459,4,-10.0,459,0,0
459,0,-1.0,459,0,4
459,4,-10.0,459,0,3
459,3,-1.0,439,0,5
439,5,-10.0,439,0,4
439,4,-10.0,439,0,4
439,4,-10.0,439,0,5
439,5,-10.0,439,0,4
439,4,-10.0,439,0,2
439,2,-1.0,459,0,5
459,5,-10.0,459,0,3
459,3,-1.0,439,0,4
439,4,-10.0,439,0,0
439,0,-1.0,439,0,1
439,1,-1.0,339,0,3
339,3,-1.0,339,0,4
339,4,-10.0,339,0,5
339,5,-10.0,339,0,0
339,0,-1.0,439,0,5
439,5,-10.0,439,0,2
439,2,-1.0,459,0,5
459,5,-10.0,459,0,2
459,2,-1.0,459,1,0
33,5,-10.0,33,0,1
33,1,-1.0,33,0,2
33,2,-1.0,33,0,5
33,5,-10.0,33,0,5
33,5,-10.0,33,0,0
33,0,-1.0,133,0,0
133,0,-1.0,233,0,0
233,0,-1.0,333,0,5
333,5,-10.0,333,0,1
333,1,-1.0,233,0,3
233,3,-1.0,213,0,5
213,5,-10.0,213,0,5
213,5,-10.0,213,0,1
213,1,-1.0,113,0,2
113,2,-1.0,133,0,4
133,4,-10.0,133,0,2
133,2,-1.0,133,0,1
133,1,-1.0,33,0,5
33,5,-10.0,33,0,3
33,3,-1.0,13,0,4
13,4,-10.0,13,0,5
13,5,-10.0,13,0,3
13,3,-1.0,13,0,4
13,4,-10.0,13,0,5
13,5,-10.0,13,0,5
13,5,-10.0,13,0,3
13,3,-1.0,13,0,3
13,3,-1.0,13,0,4
13,4,-10.0,13,0,5
13,5,-10.0,13,0,2
13,2,-1.0,33,0,5
33,5,-10.0,33,0,1
33,1,-1.0,33,0,4
33,4,-10.0,33,0,0
33,0,-1.0,133,0,5
133,5,-10.0,133,0,2
133,2,-1.0,133,0,3
133,3,-1.0,113,0,0
113,0,-1.0,213,0,2
213,2,-1.0,233,0,0
233,0,-1.0,333,0,3
333,3,-1.0,333,0,5
333,5,-10.0,333,0,1
333,1,-1.0,233,0,1
233,1,-1.0,133,0,4
133,4,-10.0,133,0,1
133,1,-1.0,33,0,1
33,1,-1.0,33,0,1
33,1,-1.0,33,0,3
33,3,-1.0,13,0,3
13,3,-1.0,13,0,3
13,3,-1.0,13,0,0
13,0,-1.0,113,0,4
113,4,-10.0,113,0,1
113,1,-1.0,13,0,4
13,4,-10.0,13,0,4
13,4,-10.0,13,0,0
13,0,-1.0,113,0,1
113,1,-1.0,13,0,3
13,3,-1.0,13,0,1
13,1,-1.0,13,0,2
13,2,-1.0,33,0,2
33,2,-1.0,33,0,3
33,3,-1.0,13,0,4
13,4,-10.0,13,0,4
13,4,-10.0,13,0,1
13,1,-1.0,13,0,3
13,3,-1.0,13,0,4
13,4,-10.0,13,0,4
13,4,-10.0,13,0,4
13,4,-10.0,13,0,3
13,3,-1.0,13,0,3
13,3,-1.0,13,0,2
13,2,-1.0,33,0,3
33,3,-1.0,13,0,1
13,1,-1.0,13,0,2
13,2,-1.0,33,0,1
33,1,-1.0,33,0,3
33,3,-1.0,13,0,4
13,4,-10.0,13,0,4
13,4,-10.0,13,0,4
13,4,-10.0,13,0,1
13,1,-1.0,13,0,1
13,1,-1.0,13,0,2
13,2,-1.0,33,0,5
33,5,-10.0,33,0,0
33,0,-1.0,133,0,4
133,4,-10.0,133,0,1
133,1,-1.0,33,0,3
33,3,-1.0,13,0,0
13,0,-1.0,113,0,5
113,5,-10.0,113,0,5
113,5,-10.0,113,0,2
113,2,-1.0,133,0,4
133,4,-10.0,133,0,2
133,2,-1.0,133,0,4
133,4,-10.0,133,0,1
133,1,-1.0,33,0,1
33,1,-1.0,33,0,0
33,0,-1.0,133,0,2
133,2,-1.0,133,0,4
133,4,-10.0,133,0,4
133,4,-10.0,133,0,5
133,5,-10.0,133,0,1
133,1,-1.0,33,0,4
33,4,-10.0,33,0,1
33,1,-1.0,33,0,2
33,2,-1.0,33,0,2
33,2,-1.0,33,0,3
33,3,-1.0,13,0,3
13,3,-1.0,13,0,3
13,3,-1.0,13,0,0
13,0,-1.0,113,0,5
113,5,-10.0,113,0,5
113,5,-10.0,113,0,2
113,2,-1.0,133,0,3
133,3,-1.0,113,0,0
113,0,-1.0,213,0,3
213,3,-1.0,213,0,5
213,5,-10.0,213,0,5
213,5,-10.0,213,0,5
213,5,-10.0,213,0,0
213,0,-1.0,313,0,0
313,0,-1.0,413,0,4
413,4,-10.0,413,0,1
413,1,-1.0,313,0,1
313,1,-1.0,213,0,3
213,3,-1.0,213,0,0
213,0,-1.0,313,0,4
313,4,-10.0,313,0,1
313,1,-1.0,213,0,3
